hotel,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,canceled
Resort Hotel,March,12,23,2,5,1,Undefined,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,47.0,0,0,0
City Hotel,July,28,13,0,2,2,HB,DEU,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,114.4,0,1,0
City Hotel,May,22,25,1,4,2,BB,DEU,Online TA,TA/TO,D,D,0,No Deposit,Transient,92.55,0,0,0
Resort Hotel,December,53,29,2,5,2,Undefined,FRA,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,94.29,0,1,0
City Hotel,November,47,13,2,4,2,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,65.84,0,1,0
City Hotel,March,10,8,0,3,2,BB,JPN,Online TA,TA/TO,A,A,0,No Deposit,Transient,97.2,0,1,1
Resort Hotel,April,18,30,2,0,2,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,102.0,0,1,1
City Hotel,December,53,30,0,4,2,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Contract,110.8,0,3,0
City Hotel,April,15,13,0,2,2,BB,ESP,Direct,Direct,A,A,0,No Deposit,Transient,144.0,0,1,0
City Hotel,May,21,24,0,4,2,BB,CHE,Online TA,TA/TO,D,D,0,No Deposit,Transient,157.5,0,2,1
City Hotel,February,6,2,0,1,1,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,79.0,0,0,0
Resort Hotel,April,18,30,1,1,2,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,91.0,1,1,0
City Hotel,January,5,30,1,2,2,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Transient,93.6,0,1,0
City Hotel,November,47,17,0,1,1,BB,PRT,Corporate,Corporate,A,D,1,No Deposit,Transient,79.0,1,1,0
Resort Hotel,July,28,8,0,1,2,BB,ARG,Direct,Direct,A,A,0,No Deposit,Transient,137.0,1,0,0
Resort Hotel,April,16,17,1,5,2,HB,DEU,Online TA,TA/TO,G,G,0,No Deposit,Transient,178.0,0,2,1
Resort Hotel,September,38,15,0,4,1,BB,PRT,Groups,TA/TO,A,A,1,No Deposit,Transient-Party,0.0,0,0,1
Resort Hotel,May,21,21,0,1,2,BB,ESP,Online TA,TA/TO,A,B,0,No Deposit,Transient,95.0,1,1,0
Resort Hotel,July,28,11,0,1,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,125.0,0,1,1
City Hotel,October,42,12,1,0,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,65.0,0,0,0
Resort Hotel,November,48,23,2,5,2,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,31.0,0,0,0
City Hotel,November,45,1,0,3,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
Resort Hotel,August,32,8,0,1,2,BB,ESP,Direct,Direct,F,F,0,No Deposit,Transient,190.0,0,0,0
Resort Hotel,March,12,15,0,1,1,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,45.0,1,1,0
City Hotel,May,21,15,2,4,2,HB,IRL,Online TA,TA/TO,D,D,2,No Deposit,Transient,164.9,0,1,0
City Hotel,October,42,14,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,90.0,0,0,1
City Hotel,April,15,11,0,3,3,BB,AUT,Online TA,TA/TO,D,D,0,No Deposit,Transient,149.4,0,3,0
City Hotel,January,5,27,0,2,3,BB,MAR,Direct,Direct,B,B,1,No Deposit,Transient-Party,120.5,0,0,0
City Hotel,August,32,4,2,5,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,112.2,0,1,1
City Hotel,November,48,26,0,1,2,SC,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,88.0,0,0,1
Resort Hotel,May,20,14,1,1,2,HB,DEU,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,85.0,0,0,0
City Hotel,April,15,15,2,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,95.0,0,0,1
City Hotel,October,45,30,2,1,2,SC,BEL,Online TA,GDS,E,E,1,No Deposit,Transient,145.0,0,0,0
Resort Hotel,July,30,18,1,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,102.8,0,0,0
City Hotel,January,4,22,2,3,2,BB,PAN,Online TA,TA/TO,A,A,1,No Deposit,Transient,94.8,0,0,0
City Hotel,October,43,19,0,3,2,SC,HUN,Online TA,TA/TO,A,A,0,No Deposit,Transient,85.5,0,2,0
City Hotel,July,29,22,1,1,3,BB,USA,Online TA,TA/TO,D,D,0,No Deposit,Transient,175.5,0,0,1
City Hotel,February,7,12,1,2,1,BB,TUR,Online TA,TA/TO,A,A,0,No Deposit,Transient,68.7,0,0,1
Resort Hotel,February,8,18,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,30.0,0,0,0
Resort Hotel,July,28,7,0,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,110.7,0,1,1
City Hotel,June,25,17,1,2,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,94.36,0,1,0
City Hotel,March,11,11,1,2,2,HB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,171.0,1,2,0
City Hotel,September,39,22,0,3,1,BB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,95.67,0,0,0
Resort Hotel,August,36,31,0,1,3,BB,ESP,Direct,TA/TO,H,H,0,No Deposit,Transient,202.0,1,1,0
Resort Hotel,January,2,14,0,1,1,HB,PRT,Groups,TA/TO,A,D,0,No Deposit,Transient-Party,68.0,0,0,0
City Hotel,February,8,19,0,2,2,SC,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,81.0,0,1,0
City Hotel,August,32,8,2,2,3,BB,ESP,Groups,TA/TO,A,D,1,No Deposit,Transient-Party,84.0,0,1,0
City Hotel,January,3,15,0,1,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,71.6,0,1,0
City Hotel,July,27,5,1,4,2,SC,GBR,Online TA,TA/TO,A,A,2,No Deposit,Transient,91.08,0,1,1
City Hotel,March,10,9,0,3,2,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,75.0,0,0,0
Resort Hotel,April,16,22,2,5,2,FB,PRT,Groups,Corporate,C,C,0,No Deposit,Transient-Party,89.0,0,0,1
City Hotel,November,48,26,1,1,2,SC,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,79.2,0,0,1
Resort Hotel,December,52,22,0,4,2,BB,FRA,Online TA,TA/TO,A,D,0,No Deposit,Transient,44.16,0,1,0
Resort Hotel,May,20,18,0,3,2,HB,FRA,Online TA,TA/TO,E,E,0,No Deposit,Transient,145.0,0,0,1
City Hotel,May,20,15,1,2,1,BB,GRC,Online TA,TA/TO,D,D,0,No Deposit,Transient,170.0,0,2,0
Resort Hotel,November,47,19,0,1,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,43.0,0,0,0
City Hotel,June,26,26,2,5,2,BB,HRV,Online TA,TA/TO,D,D,0,No Deposit,Transient,123.17,0,0,1
City Hotel,November,48,26,2,1,2,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,93.6,0,1,0
City Hotel,April,17,29,2,1,3,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,142.2,0,2,0
City Hotel,June,27,26,1,0,2,BB,HUN,Online TA,TA/TO,A,A,0,No Deposit,Transient,101.0,0,1,0
Resort Hotel,April,16,14,0,2,2,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,64.0,1,1,0
Resort Hotel,December,50,8,0,3,2,HB,ESP,Direct,Direct,E,E,1,No Deposit,Transient,105.0,0,0,0
City Hotel,February,9,27,0,1,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,89.0,0,0,1
City Hotel,November,46,11,1,2,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,64.37,0,1,0
City Hotel,February,7,13,0,1,2,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,128.0,1,2,0
City Hotel,June,23,9,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
Resort Hotel,May,20,11,0,1,1,BB,PRT,Direct,Direct,D,D,1,No Deposit,Transient,84.6,1,0,0
Resort Hotel,February,6,10,0,2,2,BB,PRT,Direct,Direct,F,F,0,No Deposit,Transient,73.0,0,0,0
Resort Hotel,May,21,22,1,0,1,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,76.0,0,0,0
City Hotel,January,3,16,1,3,2,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,95.09,0,1,1
City Hotel,June,25,13,1,1,1,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,95.0,0,1,0
City Hotel,June,24,11,2,1,2,BB,BIH,Direct,Direct,A,A,0,No Deposit,Transient-Party,102.3,0,0,0
City Hotel,May,22,24,0,2,1,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
City Hotel,July,30,23,1,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,72.25,0,0,0
Resort Hotel,August,32,4,2,8,3,HB,PRT,Direct,Direct,G,G,0,No Deposit,Transient,207.85,0,1,0
City Hotel,April,13,1,1,1,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,72.42,0,1,0
City Hotel,March,10,5,1,0,2,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,90.0,0,1,1
City Hotel,June,23,4,2,1,2,BB,USA,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,73.33,0,1,0
Resort Hotel,February,6,6,2,1,2,Undefined,PRT,Groups,Direct,D,D,0,No Deposit,Transient-Party,73.33,0,0,0
City Hotel,September,39,22,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,62.0,0,0,1
City Hotel,October,43,18,2,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,96.3,0,2,1
Resort Hotel,July,26,1,2,6,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,110.0,0,1,0
City Hotel,June,27,30,1,3,2,BB,USA,Online TA,TA/TO,E,E,0,No Deposit,Transient,101.83,0,0,0
City Hotel,December,53,27,2,3,2,BB,FRA,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,60.0,0,0,0
Resort Hotel,October,41,8,0,3,2,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Contract,45.0,0,0,0
Resort Hotel,March,14,27,2,0,2,BB,GBR,Direct,Direct,A,A,0,No Deposit,Transient-Party,43.0,0,0,0
Resort Hotel,December,49,5,2,1,2,Undefined,ESP,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,68.0,0,0,0
City Hotel,June,25,17,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,72.0,0,0,1
City Hotel,August,33,15,2,2,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,62.0,0,0,1
City Hotel,November,48,25,0,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,52.0,0,0,1
City Hotel,June,25,23,0,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,125.0,0,0,1
City Hotel,April,16,15,2,4,3,BB,EST,Online TA,TA/TO,D,D,0,No Deposit,Transient,142.72,0,0,1
City Hotel,October,44,29,2,2,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,70.0,0,1,0
City Hotel,June,23,4,1,1,1,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,117.0,0,2,0
City Hotel,August,33,14,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient-Party,101.5,0,0,1
City Hotel,September,40,30,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,95.0,0,0,1
City Hotel,October,44,28,0,2,2,BB,FRA,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,95.0,0,0,0
City Hotel,May,20,12,2,3,2,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,102.1,0,1,0
City Hotel,June,26,19,2,1,2,BB,FRA,Online TA,TA/TO,D,D,2,No Deposit,Transient,168.0,1,2,0
City Hotel,February,8,19,0,2,3,BB,PRT,Direct,Direct,D,G,1,No Deposit,Transient,101.5,0,2,0
Resort Hotel,March,10,9,0,0,1,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,0.0,0,0,0
Resort Hotel,September,37,6,0,1,3,BB,PER,Online TA,TA/TO,H,H,0,No Deposit,Transient,234.0,1,0,0
Resort Hotel,May,19,11,2,8,2,BB,GBR,Offline TA/TO,TA/TO,A,F,1,No Deposit,Contract,72.95,0,0,0
City Hotel,September,37,5,1,2,2,SC,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,119.0,0,0,1
City Hotel,March,9,1,0,4,2,SC,IND,Online TA,TA/TO,A,A,0,No Deposit,Transient,74.8,0,0,0
City Hotel,June,27,26,2,2,3,HB,ESP,Online TA,TA/TO,D,D,0,No Deposit,Transient,192.6,0,0,1
City Hotel,June,26,27,0,4,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,99.0,0,0,1
City Hotel,August,33,19,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,140.0,0,0,1
Resort Hotel,June,24,13,3,10,2,BB,IRL,Online TA,TA/TO,D,D,0,No Deposit,Transient,91.85,0,0,0
City Hotel,August,33,14,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,101.5,0,0,1
City Hotel,August,34,19,2,2,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,152.1,0,2,1
Resort Hotel,July,28,7,0,4,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,97.0,0,2,0
City Hotel,August,33,7,2,1,2,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,131.4,0,2,0
Resort Hotel,January,3,19,2,4,2,BB,POL,Direct,Direct,F,F,0,No Deposit,Transient,70.0,0,2,0
City Hotel,April,15,14,2,2,3,BB,ITA,Online TA,TA/TO,D,D,0,No Deposit,Transient,175.5,0,0,1
City Hotel,February,5,3,2,5,2,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,91.8,0,1,0
Resort Hotel,May,20,16,0,2,2,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,85.0,0,1,0
City Hotel,May,20,19,0,1,3,HB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,279.0,0,0,1
City Hotel,May,21,23,0,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,89.1,0,2,0
City Hotel,August,33,9,0,3,3,BB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,96.9,0,1,1
City Hotel,June,22,2,2,3,2,SC,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,140.0,0,1,1
City Hotel,February,8,22,0,1,1,BB,GHA,Online TA,TA/TO,A,G,1,No Deposit,Transient,73.0,0,0,0
City Hotel,February,7,12,0,2,2,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,104.0,1,2,0
City Hotel,August,31,1,0,1,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,130.0,0,1,1
Resort Hotel,March,12,20,1,4,1,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,50.5,0,0,0
City Hotel,June,25,21,0,4,1,BB,PRT,Corporate,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
City Hotel,April,17,29,1,1,2,SC,CHN,Online TA,TA/TO,A,A,0,No Deposit,Transient,103.5,0,1,1
Resort Hotel,April,17,17,2,3,2,BB,OMN,Online TA,TA/TO,G,G,1,No Deposit,Transient,115.0,0,1,0
Resort Hotel,November,46,12,0,3,1,BB,PRT,Corporate,Corporate,A,A,1,No Deposit,Transient-Party,36.0,0,0,1
City Hotel,August,34,19,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,115.0,0,0,1
Resort Hotel,September,38,19,2,3,2,BB,RUS,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,77.0,0,0,0
City Hotel,November,45,3,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,89.0,0,0,1
Resort Hotel,May,22,31,0,3,2,BB,ESP,Direct,Direct,A,D,0,No Deposit,Transient,92.42,0,0,0
Resort Hotel,August,33,11,0,2,3,HB,FRA,Direct,Direct,F,F,2,No Deposit,Transient,327.6,0,0,0
Resort Hotel,February,9,28,0,2,2,BB,PRT,Groups,TA/TO,A,C,1,Non Refund,Transient,35.0,0,0,1
City Hotel,May,20,16,0,1,1,BB,ESP,Online TA,TA/TO,A,G,0,No Deposit,Transient,94.0,0,0,0
City Hotel,June,24,14,0,4,3,HB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,209.7,0,2,0
City Hotel,October,41,8,1,1,2,SC,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,98.1,0,0,1
Resort Hotel,November,47,21,0,1,2,BB,ESP,Online TA,TA/TO,D,F,0,No Deposit,Transient,58.0,0,1,0
City Hotel,June,25,15,0,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
Resort Hotel,March,10,9,0,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,65.0,0,1,0
City Hotel,July,30,24,1,5,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,144.67,0,1,0
City Hotel,February,6,9,0,3,3,BB,FRA,Online TA,TA/TO,D,D,1,No Deposit,Transient,158.0,0,0,0
City Hotel,February,7,15,0,4,2,BB,ESP,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,78.0,0,0,0
Resort Hotel,August,33,19,2,4,2,BB,FRA,Online TA,TA/TO,E,E,0,No Deposit,Transient,218.0,0,0,1
City Hotel,June,25,23,0,1,2,BB,PRT,Corporate,Direct,A,D,1,No Deposit,Transient,95.0,1,3,0
City Hotel,July,27,3,3,8,2,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Transient,107.1,0,2,1
City Hotel,July,29,13,0,1,3,BB,NOR,Online TA,TA/TO,D,D,0,No Deposit,Transient,137.7,0,0,0
City Hotel,September,37,8,0,3,2,SC,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,118.8,0,0,1
City Hotel,May,21,20,0,1,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,0
City Hotel,November,46,7,1,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,100.0,0,0,1
Resort Hotel,December,53,30,0,3,2,Undefined,PRT,Groups,Direct,A,A,0,No Deposit,Transient-Party,224.67,0,0,0
Resort Hotel,September,37,6,2,3,3,BB,IRL,Direct,Direct,E,E,1,No Deposit,Transient-Party,153.0,0,2,0
City Hotel,November,46,10,0,3,2,BB,FRA,Direct,Direct,A,A,0,No Deposit,Transient,130.33,0,1,0
City Hotel,June,26,20,1,3,2,BB,CHE,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,107.0,0,0,0
Resort Hotel,February,6,10,0,2,2,HB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,54.0,0,0,1
Resort Hotel,December,53,28,2,6,2,HB,ROU,Direct,Direct,F,F,1,No Deposit,Transient,137.7,0,0,0
Resort Hotel,April,18,28,1,3,3,HB,ESP,Online TA,TA/TO,H,H,0,No Deposit,Transient,186.5,1,1,0
Resort Hotel,July,28,11,2,5,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,113.9,0,1,0
City Hotel,March,10,4,0,1,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,91.0,0,0,0
City Hotel,September,36,5,2,2,1,BB,ESP,Groups,TA/TO,A,A,1,No Deposit,Transient-Party,60.0,0,0,0
Resort Hotel,December,51,15,0,1,1,BB,PRT,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,25.0,0,0,0
City Hotel,February,5,4,2,3,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,108.8,0,3,0
Resort Hotel,March,10,1,2,6,2,SC,DEU,Groups,Direct,E,I,2,No Deposit,Transient-Party,0.0,0,1,0
Resort Hotel,May,20,9,1,2,2,BB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,46.0,0,0,0
Resort Hotel,September,37,12,2,2,2,BB,CN,Groups,TA/TO,A,A,1,No Deposit,Transient-Party,36.0,0,0,0
City Hotel,March,11,8,0,4,2,BB,FRA,Direct,Direct,A,A,0,No Deposit,Transient,91.0,0,0,0
City Hotel,October,43,19,0,4,2,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,96.3,0,0,1
City Hotel,September,39,22,0,2,2,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,106.0,0,0,0
Resort Hotel,May,20,15,1,1,3,BB,PRT,Direct,TA/TO,H,H,0,No Deposit,Transient,144.5,1,1,0
City Hotel,November,47,16,0,2,3,BB,NOR,Online TA,TA/TO,D,D,2,No Deposit,Transient,140.0,0,0,0
City Hotel,March,10,5,2,1,2,SC,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,84.33,0,0,0
Resort Hotel,October,44,30,0,2,1,BB,PRT,Groups,Direct,A,A,0,No Deposit,Transient,36.0,0,0,0
Resort Hotel,March,14,28,1,2,3,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,44.4,1,1,0
City Hotel,November,45,4,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,89.0,0,0,1
City Hotel,July,28,10,1,2,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,108.0,0,0,1
City Hotel,February,8,18,0,2,1,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,94.0,0,1,0
Resort Hotel,November,46,10,2,3,2,BB,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,37.8,0,0,1
Resort Hotel,June,23,4,2,5,2,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,116.0,0,0,1
City Hotel,December,53,31,0,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,127.0,0,2,1
City Hotel,January,2,8,0,2,2,HB,ROU,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,97.0,0,0,0
City Hotel,November,47,18,0,3,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,113.4,0,1,0
Resort Hotel,January,1,2,1,0,2,BB,NLD,Direct,Direct,E,E,0,No Deposit,Transient,64.0,0,0,0
Resort Hotel,October,41,6,0,2,2,HB,DEU,Groups,TA/TO,D,D,0,No Deposit,Transient-Party,87.0,0,0,0
Resort Hotel,October,44,24,1,0,1,BB,PRT,Corporate,Corporate,A,A,1,No Deposit,Transient,54.9,0,0,0
Resort Hotel,April,18,26,0,3,2,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,69.0,1,1,0
City Hotel,July,28,7,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,62.0,0,0,1
Resort Hotel,April,16,10,1,0,2,BB,CN,Direct,Direct,A,A,0,No Deposit,Transient,71.0,1,0,0
City Hotel,July,27,3,1,0,1,BB,BEL,Direct,Direct,A,A,0,No Deposit,Transient,103.0,0,0,0
City Hotel,October,42,15,1,3,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Contract,99.0,0,2,0
Resort Hotel,May,18,6,2,6,2,BB,FRA,Online TA,TA/TO,G,G,0,No Deposit,Transient,168.13,0,0,1
Resort Hotel,August,32,2,2,5,2,HB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,180.28,0,0,0
Resort Hotel,January,2,4,1,3,1,HB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,40.0,0,1,0
Resort Hotel,April,17,19,2,5,2,HB,GBR,Groups,Direct,E,E,0,No Deposit,Transient-Party,80.81,0,0,0
City Hotel,October,42,13,0,3,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,95.0,0,0,1
City Hotel,August,34,25,2,2,2,BB,USA,Direct,Direct,D,D,0,No Deposit,Transient,132.53,0,2,0
City Hotel,February,8,15,1,0,3,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,127.0,0,0,0
Resort Hotel,August,31,1,3,6,1,HB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,140.0,0,0,0
City Hotel,August,33,8,1,0,2,BB,CUB,Direct,Direct,A,A,1,No Deposit,Transient,149.0,0,0,0
Resort Hotel,July,29,10,1,0,2,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,Transient,260.0,0,0,1
Resort Hotel,April,17,22,1,2,2,Undefined,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,85.33,0,0,0
City Hotel,September,38,15,0,1,1,BB,PRT,Direct,Direct,A,B,1,No Deposit,Transient,95.0,0,0,0
City Hotel,September,37,11,0,2,1,BB,PRT,Groups,TA/TO,A,A,1,No Deposit,Transient-Party,50.0,0,0,0
City Hotel,September,37,7,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
City Hotel,September,39,19,1,0,1,BB,PRT,Corporate,Corporate,A,E,0,No Deposit,Transient,65.0,0,0,0
City Hotel,August,36,29,2,5,2,BB,DEU,Direct,Direct,D,D,0,No Deposit,Transient,113.05,0,0,0
City Hotel,August,31,3,1,3,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,147.0,0,1,0
City Hotel,December,53,26,1,3,2,BB,CHE,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,84.15,0,0,0
Resort Hotel,July,30,29,2,5,2,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,155.79,0,2,1
Resort Hotel,September,38,17,0,2,2,HB,FRA,Groups,TA/TO,A,C,1,No Deposit,Transient-Party,78.3,0,1,0
Resort Hotel,May,19,2,1,1,2,HB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,85.0,0,0,1
City Hotel,August,33,11,0,2,1,BB,FRA,Online TA,TA/TO,A,A,1,No Deposit,Transient,107.0,1,0,0
City Hotel,March,10,3,2,5,2,BB,RUS,Online TA,TA/TO,D,D,0,No Deposit,Transient,111.14,0,0,1
City Hotel,August,36,31,1,2,2,HB,ISR,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,80.0,0,1,0
City Hotel,March,13,25,1,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
City Hotel,March,11,13,1,1,1,BB,GBR,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,178.0,0,0,0
City Hotel,June,23,8,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1
City Hotel,May,21,20,0,1,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,95.0,0,0,0
City Hotel,June,24,11,2,2,2,SC,ROU,Online TA,TA/TO,A,A,0,No Deposit,Transient,109.0,0,1,0
